TPH;TSPH;CuTC;CuSC;RS;HumC;CAA;CO3;FeSol                            ;Alsol                          ;TCur;TAgua;HumAglo;HumDin;Alt;p80;M100;M200;diasREfec;Diasreposo;RLix;CuTRip;RecRip;STock;UM100;UM200;UM300;UM430;UM440;UM445;UM450;UM455;UM460;UM470;UM480;UM800;BH;BI;DF;FM;GD;GR;PD;PT;SV;K;KSER;SER;CLO;ARC;ARCSER;CLOSER
102652;101265.6;0.4;0.2;56.4;1.4;26.4;0.3;0.2;0.2;18.3;46.4;7.8;3.7;7.5;18.2;7.6;3.7;78.5;5;1.2;0.1;75;53.9;0;0;0.2;0;62.6;36.7;0;0.5;0;0;0;0;0.8;0;0;0;88.3;0;0;10.9;0;73.5;26.5;0;0;0;0;0
101212;99312.1;0.5;0.3;59.6;1.9;23.9;0.4;0.2;0.2;19.7;50.3;8.9;2.6;7.6;15.8;11.1;7;78.6;5;1.3;0.1;81.5;60.8;0;0;0;0;52.6;45;0;2.5;0;0;0;0;0;4;0;0;67.4;0;0;28.6;0;72.7;27.3;0;0;0;0;0
98680;96492.4;0.6;0.4;64.2;2.2;28.5;0.5;0.3;0.3;19.8;52;9.4;2.1;7.5;12.2;11.7;5.9;79.1;4;1.3;0.1;84.3;66.3;0;0;0;0;33.3;61.3;0;5.4;0;0;0;0;0;11.7;0;0;34.7;0;0;53.7;0;85.2;14.8;0;0;0;0;0
102772;100061.8;0.5;0.3;58.8;2.6;24.3;0.4;0.3;0.3;19.9;53.9;10;1.5;7.5;15.2;9.2;4.7;79.6;3;1.3;0.1;72.8;66.5;0;0;0;0;54.9;45.1;0;0;0;0;0;0;0;7.4;0;0;7.4;0;0;85.2;0;99.6;0.4;0;0;0;0;0
100604;97861.3;0.5;0.3;57.9;2.7;24.1;0.4;0.3;0.3;19.8;53;10;1.5;7.6;16.8;7.8;4.5;79.6;2;1.3;0.1;76.6;66;0;0;0;0;61.1;30.3;2.3;0;6.3;0;0;0;0;3.3;0;0;3.4;0;0;93.3;0;99.5;0.5;0;0;0;0;0
95716;93116.5;0.6;0.3;59.2;2.7;37.9;0.6;0.4;0.4;19.9;50.3;9.7;1.8;7.6;16.1;8.2;4.7;81.3;3;1.4;0.1;78.5;62.9;0;0;0;0;59.2;24.5;3.3;5.1;7.8;0;0;0;0;0;0;0;10.4;0;0;89.6;0;99.6;0.4;0;0;0;0;0
98016;95286.4;0.6;0.3;55.5;2.8;31.5;0.5;0.3;0.3;22.5;50.5;10.1;1.4;7.4;16.2;11.5;5;80.6;2;1.3;0.1;82.8;55.5;0;0;0;0;44.9;37.7;1.8;15.7;0;0;0;0;0;0;0;0;31.9;0;0;68.1;0;100;0;0;0;0;0;0
103660;100616.1;0.6;0.4;70.9;2.9;35.9;0.5;0.3;0.4;25.1;50.6;10.5;1;7.4;16.3;10.6;5.9;79.5;2;1.2;0.1;81.7;43.5;0;0;0;0;14.1;68.9;1.5;10.3;5.2;0;0;0;24.5;0;0;0;60.8;0;0;14.7;0;79.3;20.7;0;0;0;0;0
100188;97487.7;0.9;0.7;82.2;2.7;33.8;0.3;0.2;0.3;22;49.9;9.9;1.6;7.5;17.6;9.2;3.9;78.5;3;1.3;0.2;81.3;26.3;0;0;0;0;14.5;45.3;7.6;16.9;15.7;0;0;0;7.9;0;0;0;70.4;0;0;21.7;0;86.2;13.8;0;0;0;0;0
78716;76413.8;0.5;0.3;63.4;2.9;28.6;0.4;0.3;0.2;20.1;48.4;9.8;1.7;6.4;15.5;10.7;3.2;80.2;2;1.7;0.1;80.3;33.9;0;0;0.9;0;6.6;63;5.8;10.4;13.3;0;0;0;0;0;0;0;79.1;0;0;20.9;0;85.5;14.5;0;0;0;0;0
96040;92641;0.4;0.3;60.9;3.5;27.5;0.3;0.2;0.2;20.3;49.7;10.5;1;6.6;15.4;8.3;3.4;79.5;2;1.4;0.1;77.6;38.8;0;0;2.5;0;20.3;57.7;2.4;2.9;14.2;0;0;0;0;0;0;0;90.7;0;0;9.3;0;99.2;0.8;0;0;0;0;0
88044;85446.3;0.4;0.2;52.8;3;22.3;0.3;0.3;0.3;21.3;50.2;10.1;1.4;6.4;15.6;9.7;4.3;81.5;1;1.5;0.1;75.3;52.5;0;0;0;0;32.2;19;9.6;6.2;33;0;0;0;0;1.7;0;0;49.9;0;0;48.4;0;100;0;0;0;0;0;0
91600;88747.2;0.5;0.3;56;3.1;29;0.2;0.2;0.3;22.5;50.5;10.4;1.1;6.4;18.4;5.1;3.2;81;2;1.4;0.1;76;54.2;0;0;0;0;34.4;17.8;10.3;4.8;32.7;0;0;0;0;2.5;0;0;41.8;0;0;55.7;0;100;0;0;0;0;0;0
105956;102661.2;0.4;0.2;47.1;3.1;26.4;0.3;0.3;0.3;21.5;50.5;10.3;1.2;7.1;16.2;3.9;1.9;81.5;3;1.3;0.1;71.9;55;0;0;0;0;75.2;14.8;7.6;0;2.5;0;0;0;0;0;0;0;90.7;0;0;9.3;0;100;0;0;0;0;0;0
90284;87738.9;0.5;0.2;50.3;2.8;26.3;0.3;0.3;0.3;20.5;50.3;9.9;1.6;7.4;16.6;7.6;3;81.5;2;1.5;0.1;74.1;55.4;0;0;0;9.5;64.5;21.5;3.5;0;1;0;0;0;0;0;0;0;76.6;0;0;3.6;19.8;80.2;0;0;0;0;0;19.8
103200;100340.2;0.5;0.3;60.8;2.8;23.8;0.3;0.2;0.3;20.5;49.6;9.8;1.7;7.2;17.3;3.7;1.5;82.5;2;1.3;0.1;77.2;56.8;0;0;0;15.6;57.7;25.7;1;0.1;0;0;0;0;0;0;0;0;67.4;0;0;0;32.6;67.4;0;0;0;0;0.1;32.5
98728;96292.1;0.4;0.3;60.5;2.5;23.8;0.3;0.2;0.2;20.1;49.1;9.4;2.1;7.3;18.4;5.3;2.5;81.5;2;1.3;0.1;75.5;93.7;0;0;0;38.4;20.5;30.2;0;11;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;4.1;95.9
97976;95472.2;0.4;0.2;60.3;2.6;25.2;0.3;0.3;0.3;20.5;49.9;9.6;1.9;7.5;16.6;6.1;3.7;83.5;2;1.4;0.1;63.4;49.7;0;0;0;27.2;28.2;24.4;2.8;17.5;0;0;0;0;23.1;0;0;0;15.1;0;0;0;61.8;4.8;0;0;0;0;17.2;78
98900;96426.5;0.4;0.2;58.9;2.5;27.8;0.3;0.3;0.3;20.5;49.6;9.5;2;7.5;15.4;7.5;4.1;83;2;1.4;0.1;72.8;55.6;0;0;0;17.4;20.6;48.4;1.8;11.7;0.1;0;0;0;14.9;0;0;0;44.8;0;0;0.7;39.6;38.9;0;0;0;0;11.1;50.1
97864;95123.2;0.3;0.2;55;2.8;27.7;0.3;0.2;0.2;20.7;49.3;9.8;1.7;7.5;17.4;5;3.1;82.5;3;1.4;0.1;74.4;63.2;0;0;0;0;5.1;91.5;0.2;2.8;0.4;0;0;0;0;0;0;0;95.4;0;0;4.6;0;90;10;0;0;0;0;0
102068;99821;0.4;0.3;62.5;2.2;27.9;0.3;0.2;0.2;20.4;47.3;9;2.5;7.4;15.3;8.2;5;82.5;2;1.3;0.1;78.7;60.1;0;0;0;0;1.1;91.5;0.3;6.6;0.5;0;0;0;0;0;0;0;89.2;0;0;10.8;0;67.7;32.3;0;0;0;0;0
99496;97540.7;0.4;0.3;60;2;24.7;0.3;0.2;0.2;25.5;62.7;10.8;0.7;7.4;17;8.1;3.5;84.6;2;1.4;0.1;75.6;52.6;0;0;0;0;7.4;65.2;0.7;25.1;1.6;0;0;0;0;0.6;0;0;79.1;0;0;20.3;0;70.1;29.9;0;0;0;0;0
96360;94499.3;0.4;0.2;52.9;1.9;26.2;0.3;0.2;0.2;13.5;32.9;6.6;4.9;7.4;18.4;5.5;2.5;84.6;2;1.4;0.1;72.2;52.5;0;0;0;0;11.9;57.1;2.3;26.3;2.3;0;0;0;0;7.6;0;0;60.2;0;0;32.2;0;75.9;24.1;0;0;0;0;0
96060;93292.9;0.4;0.2;54;2.9;22.7;0.3;0.3;0.2;14.9;36.6;8;3.5;7.4;16.3;6.4;3;85.5;2;1.4;0.1;72.9;55.8;0;0;0;0;19.2;50.5;5.5;21.3;3.5;0;0;0;0;22.5;0;0;23.5;0;0;54;0;87.3;12.7;0;0;0;0;0
97200;94915;0.4;0.3;60.5;2.4;22.2;0.2;0.3;0.3;19.1;68;11.1;0.4;7.4;15.8;7.2;3.7;85;2;1.4;0.1;76.5;53.6;0;0;0;0;6.1;69;3.1;17;4.8;0;0;0;0;12.2;0;0;45.2;0;0;42.6;0;97.4;2.6;0;0;0;0;0
86412;84555;0.4;0.3;60.8;2.1;28.9;0.3;0.2;0.3;14.7;50.3;8.6;2.9;7.4;16.2;8.8;5.1;86.5;2;1.6;0.1;73.6;48.9;0;0;0;0;18.4;65.1;1.1;12.8;2.4;0;0;0;3.7;4.4;0;0;23.8;0;0;50.4;17.7;93.7;0;0;0;0;2.6;3.7
87140;85672.8;0.5;0.3;62.2;1.7;27;0.3;0.2;0.3;19.2;50.7;8.7;2.8;6.2;15.1;14.8;9.7;85.5;1;1.6;0.1;78.1;56.6;0;0;0;0.2;23.4;72.4;0;4;0;0;0;0;17.6;0;0;0;0;0;0;56.5;25.9;69.9;0;0;0;0;12.7;17.5
87756;85598.2;0.5;0.3;71.9;2.5;32;0.4;0.2;0.2;20.4;51.4;9.6;1.9;5.9;17.3;11.9;7;87;1;1.6;0.1;81.5;43.7;0;0;0;0;5.1;83.4;6.4;5;0;0;0;0;11.5;0;0;0;0;0;0;74.6;13.9;75.8;0;2.5;0;0;11.6;10
88396;86628.1;0.4;0.3;76.9;2;36.5;0.3;0.3;0.3;24.4;50.7;9.5;2;5.9;17.6;11.6;8.5;87;0;1.6;0.1;73.2;42.6;0;0;0;0;1.8;75.5;8.3;12.5;1.8;0;0;0;12;0;0;0;0;0;0;79;9;79.1;0;1.5;0;0;10.3;9.1
90336;88529.3;0.5;0.4;78.6;2;41;0.5;0.3;0.2;24.4;46.9;9.1;2.4;5.9;18.7;11.3;8.3;87;1;1.5;0.1;76.2;42.5;0;0;0;0;0;66;9.5;20.3;4.3;0;0;0;16.5;0;0;0;0;0;0;79.1;4.4;79.1;0;0;0;0;10.4;10.5
108216;106330.8;0.6;0.4;78.9;1.7;32.4;0.3;0.2;0.3;24.1;45;8.6;2.9;7.1;19.7;10.9;8.1;86;1;1.3;0.1;78.3;24;0;0;0;0;2.9;76.6;4.7;5.1;10.8;0;0;0;58.3;0;0;0;0.1;0;0;37.4;4.2;37.6;0;0;0.2;0;28.2;34.1
98612;96639.8;0.5;0.4;78.7;2;34.1;0.3;0.3;0.3;24.1;43.1;8.7;2.8;7.2;19.7;10.7;7.3;87;1;1.4;0.1;71.5;33.3;0;0;0;0;10.6;54.6;6.4;14.6;13.8;0;0;0;2.9;0;0;0;8.7;0;0;70.2;18.3;80.3;0;0;4.2;0;3.4;12.1
103848;101679.6;0.6;0.5;74.9;2.1;35.8;0.4;0.4;0.3;20.6;43;8.5;3;7.2;19.7;10.5;6.6;83;4;1.3;0.1;80.1;31.6;0;0;0;0;17;61.8;1.4;10.8;9;0;0;0;1.1;0;0;0;29.3;0;0;39.5;30.1;73.6;0;0.2;13.2;0;6.1;6.9
102352;99967.9;0.6;0.4;73;2.3;29.2;0.4;0.4;0.3;19.5;44.9;8.8;2.7;7.3;20.9;9.8;5.2;83;3;1.3;0.1;79.2;26.2;0;0;0;0.2;20.2;41.6;8.7;14.9;14.5;0;0;0;6.9;0;0;0;17.6;0;0;46.7;28.8;72.6;0;5;0.9;0;10.1;11.3
102152;100377.8;0.5;0.4;80.3;1.7;32.6;0.3;0.3;0.4;19.7;44.7;8.2;3.3;7.4;17.6;10.4;6.3;82;3;1.3;0.1;82.4;30.3;0;0;0;2.5;17.8;48.4;13.4;5.2;12.8;0;0;0;27.8;0;0;0;21.8;0;0;0;50.4;44.6;0;3.4;0.9;0;16.4;34.6
96868;94820.9;0.5;0.3;74;2.1;32.2;0.4;0.3;0.3;18.4;44.8;8.4;3.1;7.4;20.3;7.9;4.2;81;3;1.3;0.1;76.3;28.5;0;0;0;5.1;21.1;35.5;13.5;1.3;23.5;0;0;0;11.8;0;0;0;46.7;0;0;2.4;39.1;51;0;4.2;0.1;0;39.2;5.5
101548;99447.2;0.6;0.5;81.5;2.1;28.6;0.3;0.2;0.2;24.5;41.8;8.7;2.8;7.4;18.6;9.3;5.3;81;2;1.3;0.1;77;14.7;0;0;0;3.1;16.6;43.5;14.1;3;19.8;0;0;0;10.9;0;0;0;32.8;0;0;18.7;37.6;54.5;0;15.7;0;0;22.5;7.3
98980;96581;0.7;0.6;82.5;2.4;34.9;0.3;0.2;0.3;23.9;44.6;9.3;2.2;7.5;18.8;9.6;7.5;81.5;2;1.3;0.1;82.6;14.7;0;0;0;1;12.3;20.2;24.9;1;40.7;0;0;0;3.6;0;0;0;60.3;0;0;6.5;29.7;67.8;0;11.9;0;0;16.2;4.2
100804;98083.1;0.8;0.6;83.7;2.7;29.9;0.3;0.2;0.3;22.3;36.6;8.6;2.9;7.5;19.1;7.7;4.8;79.5;4;1.3;0.1;87.6;36.3;0;0;0;0;4.1;36;17.7;0.4;41.8;0;0;0;0;0;0;0;87.6;0;0;6.9;5.5;94.5;0;2.1;0;0;2.9;0.6
96088;94029.7;0.5;0.4;76.2;2.1;30.7;0.3;0.3;0.2;20.7;35.2;7.7;3.8;7.6;18.7;7.5;4.7;78.4;3;1.3;0.1;82.2;42.8;0;0;0;0;1.4;77.9;7.6;0.2;13;0;0;0;0;0;0;0;96.7;0;0;3.3;0;96.4;3.6;0;0;0;0;0
87828;85988.8;0.5;0.4;80.5;2.1;27.6;0.3;0.2;0.2;16.6;37;7.5;4;7.5;21.4;8;4.9;76.6;3;1.4;0.1;77.2;42.7;0;0;0;0;8.6;71.9;0.6;2.2;16.7;0;0;0;0;0;0;0;89.2;0;0;10.8;0;97.7;1.9;0.4;0;0;0;0
81868;79930.6;0.6;0.5;78.3;2.4;28.5;0.3;0.2;0.2;25.5;41.1;9;2.5;6;17.9;9.7;4.9;69.8;8;1.4;0.1;79;23.2;0;0;0;0;18.6;46.6;3.1;4.9;18.9;0;0;0;0;0;0;0;27.8;0;0;36.2;28.1;66;0.4;0.6;0;0;5.8;19.4
87496;85698.3;0.7;0.6;81.2;2.1;35.5;0.4;0.3;0.3;25.3;40;8.6;2.9;6;17.3;9.6;6.1;69.5;3;1.3;0.2;76.2;18;0;0;0;0;19.5;42.8;2.3;2.9;32.5;0;0;0;0;0;0;0;3.4;0;0;63.8;32.8;66.4;3.7;0;0;0;9;20.8
82460;81038.4;1;0.9;89.6;1.7;37.8;0.3;0.2;0.3;26;41.8;8.5;3;6;17.4;9.9;4;70.5;4;1.4;0.1;89.1;23.3;0;0;0;0.2;3.9;33.6;0;3.2;59.1;0;0;0;0;0;0;0;0;0;0;89.3;10.7;84;6.5;0;0;0;5.7;3.8
85776;84211.9;1;0.8;85.6;1.8;36.6;0.3;0.2;0.3;24;43.5;8.6;2.9;5.9;17.3;10.3;6.9;70;4;1.3;0.2;83.4;22.6;0;0;0;0.8;1.5;20.7;5.8;6.3;64.9;0;0;0;0;0;0;0;0;0;0;84.8;15.2;88.8;0.4;0;0;0;2;8.8
80932;79548.2;0.9;0.8;80.4;1.7;32.5;0.3;0.3;0.3;22.5;44.4;8.4;3.1;5.8;18.2;6.5;3.6;70.5;3;1.4;0.1;86.3;31.4;0;0;0;0;1.1;9.4;21.1;7.9;60.5;0;0;0;0;0;0;0;4.4;0;0;94;1.6;98.3;0.4;0;0;0;0;1.3
83904;82415.7;0.7;0.5;76.9;1.8;24.7;0.3;0.3;0.3;25.1;44.8;8.8;2.7;6;18.5;9;4.9;70.5;3;1.4;0.1;81.8;33.2;0;0;0;0;0;13.6;27.4;7;52.1;0;0;0;0;0;0;0;7.9;0;0;89.3;2.8;97.7;0;0;0;0;0;2.3
84312;82270.1;0.5;0.4;66.7;2.4;31;0.3;0.4;0.4;26;44.8;9.5;2;5.7;21.3;8.9;4.8;70.5;4;1.4;0.1;79.9;7.2;0;0;0;2;7;63.6;8.2;12.1;7;0;0;0;0;0;0;0;31.7;0;0;14.9;53.3;83.9;0;0;0;0;0;16.1
87020;85445.1;0.6;0.4;69.7;1.8;31.2;0.3;0.4;0.4;25.8;44.5;8.8;2.7;5.7;19.7;10.1;6.6;71;3;1.3;0.1;83;14.9;0;0;0;1;4.8;68.1;6.2;10.8;9.1;0;0;0;0;0;0;0;35.1;0;0;10;54.9;90.7;0;0;1.2;0;0;8.1
81516;79991.8;0.6;0.4;69.1;1.9;30;0.3;0.3;0.4;24.6;44.8;8.8;2.7;5.9;18.9;9.2;5.5;71;4;1.4;0.1;79.5;22.1;0;0;0;0;2.4;68.8;5.7;9.4;13.6;0;0;0;0;0;0;0;36.5;0;0;10.3;53.2;97.2;0;0;2.3;0;0;0.5
76568;75036.6;0.6;0.4;71.8;2;30;0.3;0.3;0.3;25.5;44.5;9;2.5;5.2;18.9;9.2;5.9;71.5;3;1.5;0.1;82.1;27.1;0;0;0;1.2;16.8;62.3;6;2.1;11.7;0;0;0;0;0;0;0;40.7;0;0;17.8;41.5;71;0.1;0;21.8;0;0;7.1
66467.5;66467.5;0.6;0.4;72.4;2;31.7;0.3;0.3;0.3;21.6;42.5;8.4;3.1;5.6;17;9.2;5.9;69;5;1.7;0.1;68.2;28.1;0;0;0;1.5;19.9;60.8;6;0.5;11.2;0;0;0;0;0;0;0;41.7;0;0;19.5;38.8;65.1;0.1;0;26.2;0;0;8.6
84920;83221.6;0.6;0.5;73.4;2;31.7;0.3;0.3;0.3;21.1;39.7;8.1;3.4;7.2;17;9.2;5.9;70.5;4;1.4;0.1;78.9;30.7;0;0;0;0;21.5;28.8;5;17.1;27.5;0;0;0;8.4;0;0;0;32.4;0;0;27.5;31.6;76.8;12.6;0;4.8;0;5.7;0
110024;107823.5;0.5;0.3;64.8;2;31.7;0.3;0.3;0.3;21.5;40;8.1;3.4;7.4;17;9.2;5.9;69.8;3;1;0.1;73.8;36.9;0;0;0;0;33.6;61.6;0;1.3;3.6;0;0;0;0.6;0;0;0;47.5;0;0;6.4;45.5;59.3;10.6;0;0.7;0;29.3;0
95372;93464.6;0.4;0.3;67.5;2;31.7;0.3;0.3;0.3;19.6;39.9;7.9;3.6;7.3;17;9.2;5.9;72.5;4;1.3;0.1;72.7;38.3;0;0;0;0;64.1;26.4;0;9.6;0;0;0;0;0;0;0;0;17.2;0;0;0;82.8;42.5;2.6;0;0;0;54.9;0
101968;99928.6;0.5;0.4;73.3;2;31.7;0.3;0.3;0.3;17.4;40.2;7.8;3.7;7.3;17;9.2;5.9;72;3;1.2;0.1;79.4;42.2;0;0;0;0;19;60.8;0;13;7.3;0;0;0;0;0;0;0;63.7;0;0;13.9;22.4;65.4;19.8;0;0;0;14.8;0
102332;100285.4;0.6;0.4;71.6;2;31.7;0.3;0.3;0.3;22.2;40.1;8.2;3.3;7.4;17;9.2;5.9;73;4;1.2;0.1;81;49.2;0;0;0;0;1.3;78.3;0;11.7;8.7;0;0;0;0;0;0;0;89;0;0;11;0;73.1;26.9;0;0;0;0;0
106220;104095.6;0.5;0.4;68.4;2;31.7;0.3;0.3;0.3;22;40.5;8.2;3.3;7.2;17;9.2;5.9;72.5;4;1.2;0.1;79.4;56;0;0;0;0;1.7;81.5;1.5;7.9;7.3;0;0;0;0.8;0;0;0;97.6;0;0;1.6;0;74.5;25.5;0;0;0;0;0
98006;96045.9;0.5;0.3;71.4;2;31.7;0.3;0.3;0.3;22;39.5;8.1;3.4;7.3;17;9.2;5.9;76.8;3;1.4;0.1;79.5;60.1;0;0;0;0;12.8;61.4;11;5.6;9.2;0;0;0;5.4;0;0;0;82.3;0;0;11.7;0.6;88.8;10.7;0;0;0;0.5;0
99830;97833.4;0.5;0.2;70.1;2;31.7;0.3;0.3;0.3;20.8;40.3;8.1;3.4;7.3;17;9.2;5.9;75.3;2;1.3;0.1;77;51.7;0;0;0;0.3;23.2;67.2;6.1;0.7;2.5;0;0;0;0;0;0;0;67.7;0;0;0;32.3;70.9;0;0;0;0;29.1;0
113264;110998.7;0.6;0.4;70.1;2;31.7;0.3;0.3;0.3;20.5;40.1;8.1;3.4;7.3;17;9.2;5.9;75.6;1;1.1;0.2;73.7;48.3;0;0;0;0.8;43;50.5;4.6;0.2;0.8;0;0;0;0;0;0;0;89.8;0;0;0;10.2;90.8;0;0;0;0;9.2;0
102462;100412.8;0.6;0.4;64.4;2;31.7;0.3;0.3;0.3;19.2;40.6;8;3.5;7.3;17;9.2;5.9;73;4;1.2;0.1;75.9;41.1;0;0;0;1.6;47.3;45.5;5.6;0;0;0;0;0;0;0;0;0;95.9;0;0;4.1;0;100;0;0;0;0;0;0
108636;106463.3;0.5;0.3;66;2;31.7;0.3;0.3;0.3;18.8;42.7;8.1;3.4;7.4;17;9.2;5.9;73.5;2;1.2;0.1;74;46.2;0;0;0;5.3;20.6;56.3;14.9;0;2.9;0;0;0;2.6;0;0;0;91.7;0;0;1.4;4.3;99.1;0.3;0;0.6;0;0;0
101104;99081.9;0.5;0.3;67.8;2;31.7;0.3;0.3;0.3;17.5;39.8;7.7;3.8;7.5;17;9.2;5.9;72.5;2;1.3;0.2;70.6;46.5;0;0;0;4.3;9.1;55.7;18.2;0;12.7;0;0;0;10.9;0;0;0;61.5;0;0;7.7;19.9;95.2;1.4;0;3.4;0;0;0
108370;106202.6;0.5;0.3;65.4;2;31.7;0.3;0.3;0.3;17.5;40.3;7.8;3.7;7.6;17;9.2;5.9;73;4;1.2;0.1;71.4;43.6;0;0;0;0;10.3;60.3;26.5;0.4;2.5;0;0;0;0;0;0;0;78;0;0;13.7;8.3;95.3;0;0;4.7;0;0;0
105990;103870.2;0.5;0.3;67.4;2;31.7;0.3;0.3;0.3;18.3;38.8;7.7;3.8;7.4;17;9.2;5.9;71;5;1.2;0.1;73.8;57.3;0;0;0;0.2;2.5;81.7;9.8;1.8;4;0;0;0;0;0;0;0;44.8;0;0;30;25.2;72;0;0;0.7;0;0;27.4
102098;100056;0.5;0.3;58.3;2;31.7;0.3;0.3;0.3;20.6;39.1;8;3.5;7.4;17;9.2;5.9;69.5;4;1.2;0.1;74.8;9.9;0;0;0;3.9;8.4;85.9;0;1.5;0;0;0.4;0;0;0;0;0;48.1;0;0;0;51.9;61.5;0;0;5.7;0;0;32.8
104422;102333.6;0.6;0.3;51.3;2;31.7;0.3;0.3;0.3;18.3;18.7;5.7;5.8;7.3;17;9.2;5.9;68.8;4;1.1;0.2;75.6;0;0;0;0;15.9;6.6;70.8;0;6.4;0;0;0.2;0;0;0;0;0;59.5;0;0;0;40.5;71.2;0;0;2.7;0;5.4;20.7
119348;116961;0.5;0.3;51.3;2;31.7;0.3;0.3;0.3;15.8;40;7.6;3.9;7.2;17;9.2;5.9;68.5;4;1;0.1;78.7;23.6;0;0;0;8.1;2.8;81.9;0;7.1;0;0;0;0;11.3;0;0;0;29.8;0;0;0;58.9;52.4;0;9;1.2;0;6.4;30.9
109630;107437.4;0.5;0.3;58;2;31.7;0.3;0.3;0.3;14.6;40.7;7.5;4;7.5;17;9.2;5.9;67.5;4;1;0.1;74.9;43.6;0;0;0;9.4;10.8;71.1;0;8.8;0;0;0;0;42.5;0;0;0;6.5;0;0;0;51;19.7;0;23.9;0.5;0;10.6;45.4
112982;110722.4;0.4;0.3;61.9;2;31.7;0.3;0.3;0.3;14.6;40.8;7.5;4;7.5;17;9.2;5.9;70;4;1.1;0.1;74.4;45.9;0;0;0;11;14.7;60.8;0;13.5;0;0;0;0;52.3;0;0;0;0;0;0;0;47.7;8.2;0;28.6;0;0;16.9;46.4
108650;106477;0.5;0.3;66.1;2;31.7;0.3;0.3;0.3;16.9;40.4;7.7;3.8;7.4;17;9.2;5.9;68;5;1.1;0.1;75.4;46.8;0;0;0;1.4;6;72.3;2;18.2;0;0;0;0;51.9;0;0;0;8.5;0;0;0;39.6;47;0;9.3;0;0;12.5;31.3
100710;98695.8;0.4;0.3;63;2;31.7;0.3;0.3;0.3;17.8;41.9;8;3.5;7.3;17;9.2;5.9;69;4;1.2;0.1;75.8;56.8;0;0;0;0;8.1;89.9;0.5;1.3;0.1;0;0;0;32;0;0;0;0.5;0;0;0;67.5;8.6;0;2;0;0;31.4;58
107604;105451.9;0.4;0.3;63;2;31.7;0.3;0.3;0.3;18.1;41.8;8;3.5;7.5;17;9.2;5.9;67;7;1.1;0.1;74.6;61.1;0;0;0;0;11.6;74.7;2.7;10.1;0.9;0;0;0;6.4;0;0;0;2.3;0;0;0;91.3;6.7;0;0.3;0;0;63.7;29.2
105524;103413.5;0.5;0.3;63.8;2;31.7;0.3;0.3;0.3;18.6;39.2;7.8;3.7;7.5;17;9.2;5.9;68.5;7;1.2;0.1;73.1;64.1;0;0;0;4.8;3.5;64.6;17.7;6.8;2.6;0;0;0;7.5;0;0;0;16.4;0;0;0;76.1;24.2;0.3;0.1;0;0;34.3;41.1
105384;103276.3;0.5;0.3;64.6;2;31.7;0.3;0.3;0.3;15.8;37.8;7.4;4.1;7.5;17;9.2;5.9;68.5;5;1.2;0.1;72.2;60.8;0;0;0;9.2;0.1;61.6;16.1;8.7;4.4;0;0;0;10;0;0;0;15.7;0;0;0;74.3;33.9;1.4;0;0;0;35.4;29.3
101092;99070.2;0.5;0.3;67.5;2;31.7;0.3;0.3;0.3;16.3;41.3;7.8;3.7;7.5;17;9.2;5.9;70.5;4;1.3;0.1;73;53.3;0;0;0;1.5;0;76.2;13;9.2;0;0;0;0;14.9;0;0;0;78;0;0;0;7.1;83.3;16.5;0;0;0;0.2;0
115110;112807.8;0.5;0.3;61.6;2;31.7;0.3;0.3;0.3;20.5;41.2;8.2;3.3;7.5;17;9.2;5.9;70;3;1.1;0.1;69.6;81.7;0;0;0;1.6;0;76.3;13;9.1;0;0;0;0;15.2;0;0;0;77.5;0;0;0;7.3;82.8;16.9;0;0;0;0.3;0
106074;103952.5;0.5;0.3;63.6;2;31.7;0.3;0.3;0.3;20.5;41.7;8.2;3.3;7.5;17;9.2;5.9;70.5;4;1.2;0.1;77;69.6;0;0;0;0;0;92.2;0.1;7.7;0;0;0;0;0.2;0;0;0;99.7;0;0;0;0.1;99.7;0.3;0;0;0;0;0
103452;101383;0.5;0.3;66.7;2;31.7;0.3;0.3;0.3;18.6;42.3;8.1;3.4;7.5;17;9.2;5.9;71;5;1.3;0.1;75.9;54.1;0;0;0;0;0;93.8;0;6.2;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
112958;110698.8;0.5;0.3;48.6;2;31.7;0.3;0.3;0.3;17.7;43.2;8.1;3.4;7.4;17;9.2;5.9;73;4;1.2;0.1;77.3;55.8;0;0;0;0;0;90.9;0.2;8.9;0;0;0;0;0;0;0;0;80.1;0;0;0;0;100;0;0;0;0;0;0
106487.8;104372.8;0.6;0.4;69.9;2;30.3;0.1;0.2;0.2;17.3;43.9;8.1;3.4;7.5;18.1;7.5;2.9;71.5;5;1.3;0.1;79.9;46.6;0;0;0;0;0;71.2;1.1;27.7;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
108031.4;105869.4;0.5;0.4;68.7;2;27.4;0.1;0.3;0.2;17;43.7;8.1;3.4;7.6;17.6;6.7;3.6;79.5;5;1.4;0.2;65.6;53.3;0;0;0;0;0;80.6;2.8;16.6;0;0;0;0;0;0;0;0;80.3;0;0;0;0;100;0;0;0;0;0;0
