Fecha apil;Fecha riego;Fecha aporte;Mineral_tms;Tcu_%;ASCu_%;CNCu_%;Ac_correa;H(bs)_%;RS_%;Altura_p_m;Sal_sol_kg/ton;Sal_salmu_kg/ton;sal_total_kg/ton;p80_mm;%-100#;HON gpl;RL_m3/t;Rmax;
26-may-24;09-jun-24;17-jun-24;54.577;0,524;0,118;0,279;1.230;7,0;75,8;3,3;0,9;11,3;12,2;16,3;16,4;9,0;6,98;58,0;
13-jun-24;20-jun-24;26-jun-24;48.068;0,995;0,138;0,722;1.090;6,9;86,4;2,2;0,8;11,9;12,7;15,0;16,4;10,0;9,46;65,5;
14-jun-24;20-jun-24;26-jun-24;100.872;0,935;0,120;0,670;2.153;7,0;84,5;4,6;0,1;12,1;12,1;15,5;14,7;10,0;4,51;63,5;
15-jun-24;25-jun-24;01-jul-24;120.045;0,993;0,149;0,697;2.487;7,4;85,3;5,2;0,8;12,5;13,3;14,8;18,0;10,0;3,79;64,3;
17-jun-24;27-jun-24;04-jul-24;138.993;0,831;0,156;0,557;3.220;6,6;85,8;6,1;3,1;10,0;13,2;15,0;14,7;10,0;3,27;61,3;
22-jun-24;06-jul-24;14-jul-24;158.224;0,795;0,140;0,512;3.067;5,5;82,0;6,9;5,0;6,9;11,9;14,9;14,9;10,0;2,87;52,3;
27-jun-24;11-jul-24;19-jul-24;158.540;0,768;0,177;0,445;3.468;6,6;81,0;7,1;5,6;7,2;12,8;15,4;18,1;10,0;2,87;53,3;
29-jun-24;13-jul-24;21-jul-24;159.569;0,638;0,117;0,382;3.427;8,2;78,0;7,1;0,2;12,6;12,8;15,1;14,7;10,0;2,85;59,8;
03-jul-24;17-jul-24;25-jul-24;156.437;0,620;0,096;0,390;3.346;8,1;78,3;6,9;3,1;12,4;15,4;14,7;14,4;10,0;2,91;59,5;
06-jul-24;20-jul-24;28-jul-24;146.497;0,494;0,126;0,256;3.009;6,1;77,3;6,6;9,2;4,2;13,4;14,9;13,9;10,0;3,10;44,6;
09-jul-24;23-jul-24;30-jul-24;147.375;0,491;0,125;0,255;3.009;5,9;77,3;6,5;9,1;4,2;13,3;14,9;14,0;10,0;3,08;44,5;
12-jul-24;26-jul-24;03-ago-24;146.740;0,505;0,122;0,287;2.976;7,4;81,0;6,5;1,4;9,9;11,4;14,5;16,9;10,0;3,10;59,3;
14-jul-24;28-jul-24;05-ago-24;147.113;0,416;0,078;0,238;2.935;8,1;76,2;6,5;1,0;12,4;13,4;14,6;14,7;10,0;3,09;59,0;
19-jul-24;02-ago-24;09-ago-24;147.012;0,453;0,092;0,228;2.934;8,1;70,5;6,5;0,3;11,9;12,2;14,5;15,3;10,0;3,09;55,8;
21-jul-24;04-ago-24;12-ago-24;146.585;0,501;0,172;0,193;2.974;7,8;73,0;6,3;0,1;12,1;12,2;16,0;13,1;10,0;3,10;59,1;
24-jul-24;07-ago-24;15-ago-24;146.894;0,482;0,162;0,183;2.892;8,2;71,5;6,3;0,5;11,0;11,5;15,5;12,8;10,0;3,09;56,5;
28-jul-24;11-ago-24;19-ago-24;151.711;0,452;0,116;0,200;2.968;6,5;70,0;6,6;5,6;6,5;12,2;14,5;11,9;10,0;3,00;46,9;
31-jul-24;15-ago-24;23-ago-24;152.542;0,438;0,103;0,205;3.013;6,7;70,3;6,8;3,8;9,4;13,1;14,3;13,5;10,0;2,98;52,1;
03-ago-24;17-ago-24;25-ago-24;149.125;0,446;0,108;0,212;2.921;7,0;71,8;6,6;4,0;11,5;15,5;14,6;15,9;10,0;3,05;56,3;
08-ago-24;22-ago-24;30-ago-24;149.265;0,615;0,118;0,363;2.826;7,7;78,3;6,5;5,7;10,6;16,3;15,3;16,9;10,0;3,05;57,5;
11-ago-24;25-ago-24;02-sept-24;152.494;0,654;0,095;0,410;3.027;7,4;77,3;6,8;5,0;12,5;17,5;14,8;16,6;10,0;2,98;59,4;
15-ago-24;29-ago-24;06-sept-24;152.106;0,836;0,098;0,561;3.024;7,4;78,8;6,7;5,1;11,8;17,0;14,2;18,3;10,0;2,99;59,9;
18-ago-24;01-sept-24;09-sept-24;151.932;0,958;0,131;0,702;3.122;6,5;87,0;6,7;0,9;12,9;13,8;15,1;14,7;10,0;2,99;65,4;
